ISP_ID,Engineer_ID,Department,Risk_Level,Completion_Time_Minutes,Quality_Score,Reason_for_Low_Quality,Date,Low_Quality
425,1064,Safety,High,56,69,Poor mitigation plan,2023-02-10,1
426,1007,Maintenance,Medium,79,99,Poor mitigation plan,2023-02-01,0
427,1015,Operations,Low,58,97,Late submission,2023-01-15,0
428,1013,Quality,Low,37,82,Poor mitigation plan,2023-03-03,0
429,1075,Maintenance,Medium,54,92,Late submission,2023-06-04,0
430,1086,Operations,Medium,42,64,Late submission,2023-01-28,1
431,1014,Operations,Medium,31,61,No issue,2023-07-28,1
432,1091,Engineering,Medium,19,89,Incomplete description,2023-03-05,0
433,1097,Quality,Low,65,69,No issue,2023-08-26,1
434,1065,Engineering,Low,25,79,No issue,2023-07-06,0
435,1031,Safety,Low,50,87,Late submission,2023-07-05,0
436,1086,Engineering,Medium,73,52,Late submission,2023-05-10,1
437,1062,Engineering,High,10,77,Poor mitigation plan,2023-05-07,0
438,1085,Maintenance,Medium,42,75,Poor mitigation plan,2023-02-05,0
439,1050,Operations,Low,66,79,No issue,2023-04-24,0
440,1024,Quality,Medium,66,62,Missing risk assessment,2023-07-18,1
441,1057,Engineering,High,86,62,Missing risk assessment,2023-01-13,1
442,1062,Quality,Medium,82,51,Poor mitigation plan,2023-01-15,1
443,1061,Engineering,High,78,86,Missing risk assessment,2023-03-30,0
444,1021,Safety,Low,50,98,Poor mitigation plan,2023-08-03,0
445,1057,Engineering,Low,17,87,Late submission,2023-07-07,0
446,1057,Maintenance,High,7,51,No issue,2023-01-22,1
447,1085,Operations,Medium,10,85,Incomplete description,2023-07-10,0
448,1048,Safety,Low,12,75,No issue,2023-08-06,0
449,1051,Engineering,Medium,48,60,Poor mitigation plan,2023-08-13,1
450,1041,Quality,High,37,57,Poor mitigation plan,2023-07-22,1
451,1069,Safety,Medium,85,93,No issue,2023-03-15,0
452,1014,Safety,Medium,79,89,Poor mitigation plan,2023-01-25,0
453,1053,Engineering,Low,81,92,Missing risk assessment,2023-04-11,0
454,1059,Safety,Medium,54,71,Missing risk assessment,2023-06-25,0
455,1096,Quality,Medium,15,69,Poor mitigation plan,2023-06-20,1
456,1007,Safety,High,32,57,Poor mitigation plan,2023-04-27,1
457,1052,Quality,High,74,78,Missing risk assessment,2023-06-15,0
458,1059,Engineering,High,45,89,Poor mitigation plan,2023-02-10,0
459,1004,Operations,Low,20,75,Poor mitigation plan,2023-06-22,0
460,1067,Safety,Medium,72,79,No issue,2023-03-29,0
461,1005,Operations,Medium,52,66,Incomplete description,2023-06-17,1
462,1095,Quality,Medium,60,69,Missing risk assessment,2023-04-20,1
463,1093,Safety,Medium,68,65,No issue,2023-04-30,1
464,1046,Maintenance,High,63,95,Incomplete description,2023-04-07,0
465,1098,Operations,Medium,66,92,Poor mitigation plan,2023-05-25,0
466,1054,Safety,Medium,80,56,Poor mitigation plan,2023-08-04,1
467,1039,Operations,Low,15,65,No issue,2023-08-17,1
468,1051,Safety,Low,22,94,Poor mitigation plan,2023-02-26,0
469,1015,Engineering,Medium,23,96,Late submission,2023-05-10,0
470,1012,Operations,Medium,59,97,No issue,2023-04-06,0
471,1029,Maintenance,Low,86,76,Incomplete description,2023-05-01,0
472,1018,Maintenance,Low,30,72,No issue,2023-03-03,0
473,1016,Quality,Medium,10,73,Missing risk assessment,2023-08-04,0
474,1062,Safety,Low,8,58,No issue,2023-05-17,1
475,1018,Operations,Low,33,84,Poor mitigation plan,2023-03-09,0
476,1091,Quality,Low,63,100,Poor mitigation plan,2023-03-22,0
477,1057,Operations,Low,21,69,Late submission,2023-01-17,1
478,1054,Safety,Low,47,86,Late submission,2023-04-27,0
479,1089,Maintenance,Low,84,91,Late submission,2023-02-19,0
480,1089,Engineering,Medium,70,66,Incomplete description,2023-04-22,1
481,1061,Maintenance,High,38,96,Late submission,2023-04-04,0
482,1022,Quality,Medium,12,80,Incomplete description,2023-06-17,0
483,1008,Engineering,Medium,17,57,Late submission,2023-07-05,1
484,1011,Quality,Low,12,64,Incomplete description,2023-07-22,1
485,1000,Safety,Low,69,80,No issue,2023-03-26,0
486,1057,Engineering,Medium,47,79,No issue,2023-05-29,0
487,1000,Quality,Low,43,95,Poor mitigation plan,2023-05-26,0
488,1033,Safety,Medium,85,69,Incomplete description,2023-07-02,1
489,1095,Maintenance,Medium,63,88,Missing risk assessment,2023-06-06,0
490,1047,Safety,Medium,88,61,Poor mitigation plan,2023-06-01,1
491,1088,Operations,Low,48,98,No issue,2023-03-15,0
492,1000,Safety,Low,13,66,Incomplete description,2023-04-19,1
493,1015,Safety,Medium,41,91,Late submission,2023-05-25,0
494,1060,Operations,Low,78,79,Missing risk assessment,2023-01-18,0
495,1063,Quality,Medium,40,78,No issue,2023-02-11,0
496,1062,Quality,Medium,32,68,Poor mitigation plan,2023-08-28,1
497,1068,Safety,High,46,95,Incomplete description,2023-07-31,0
498,1021,Operations,Low,47,60,Missing risk assessment,2023-04-11,1
499,1092,Operations,High,89,83,Incomplete description,2023-02-14,0
500,1066,Maintenance,Medium,46,99,Late submission,2023-03-23,0
501,1075,Quality,Low,70,56,Poor mitigation plan,2023-01-17,1
502,1025,Engineering,Low,59,93,Incomplete description,2023-03-14,0
503,1015,Quality,Medium,76,83,No issue,2023-01-14,0
504,1050,Quality,Low,52,69,Poor mitigation plan,2023-06-26,1
505,1085,Maintenance,Low,26,99,No issue,2023-06-06,0
506,1056,Engineering,Low,31,87,Incomplete description,2023-08-11,0
507,1028,Maintenance,High,71,73,Poor mitigation plan,2023-05-12,0
508,1077,Engineering,Medium,17,59,No issue,2023-03-23,1
509,1091,Safety,Medium,49,81,Late submission,2023-05-28,0
510,1068,Engineering,Low,14,64,Late submission,2023-04-30,1
511,1046,Maintenance,Low,13,86,Incomplete description,2023-04-30,0
512,1093,Quality,Medium,58,69,Poor mitigation plan,2023-02-16,1
513,1061,Engineering,Medium,31,52,Missing risk assessment,2023-04-17,1
514,1068,Engineering,Low,38,86,Poor mitigation plan,2023-04-18,0
515,1075,Operations,Medium,5,89,Late submission,2023-01-09,0
516,1015,Quality,High,36,57,No issue,2023-07-24,1
517,1089,Safety,Medium,75,89,Missing risk assessment,2023-03-20,0
518,1089,Maintenance,Medium,71,93,Incomplete description,2023-06-04,0
519,1047,Safety,High,88,72,Missing risk assessment,2023-01-15,0
520,1084,Quality,Low,24,89,Incomplete description,2023-08-08,0
521,1038,Engineering,Medium,39,60,Missing risk assessment,2023-08-17,1
522,1099,Engineering,High,82,95,Incomplete description,2023-01-19,0
523,1032,Quality,Low,21,57,Incomplete description,2023-03-31,1
524,1093,Engineering,Medium,22,78,Missing risk assessment,2023-06-29,0
525,1022,Engineering,Medium,49,79,Missing risk assessment,2023-01-26,0
526,1009,Engineering,Medium,88,59,Incomplete description,2023-08-05,1
527,1068,Maintenance,Medium,57,88,Late submission,2023-06-03,0
528,1099,Maintenance,High,86,77,Missing risk assessment,2023-06-03,0
529,1033,Operations,Medium,72,98,Poor mitigation plan,2023-06-23,0
530,1051,Safety,Low,69,85,No issue,2023-04-02,0
531,1094,Quality,High,5,62,Incomplete description,2023-06-26,1
532,1009,Quality,Low,62,81,Incomplete description,2023-03-23,0
533,1018,Quality,Low,30,85,No issue,2023-08-12,0
534,1057,Operations,Medium,24,86,Late submission,2023-06-30,0
535,1095,Maintenance,Medium,14,75,No issue,2023-05-11,0
536,1000,Operations,Medium,63,71,Missing risk assessment,2023-07-13,0
537,1068,Quality,High,79,53,No issue,2023-08-13,1
538,1003,Safety,Medium,45,80,Incomplete description,2023-02-11,0
539,1015,Engineering,Medium,9,67,No issue,2023-01-19,1
540,1023,Maintenance,Low,69,87,Poor mitigation plan,2023-01-17,0
541,1079,Maintenance,High,21,73,Missing risk assessment,2023-08-24,0
542,1001,Operations,High,26,72,No issue,2023-06-10,0
543,1091,Maintenance,Medium,45,71,Incomplete description,2023-03-17,0
544,1031,Quality,Low,72,51,Missing risk assessment,2023-06-26,1
545,1090,Quality,Low,73,80,Incomplete description,2023-07-03,0
546,1083,Operations,Low,15,60,Late submission,2023-03-04,1
547,1023,Quality,Low,60,77,Poor mitigation plan,2023-05-11,0
548,1011,Safety,Low,55,95,Late submission,2023-04-17,0
549,1049,Operations,High,25,81,Poor mitigation plan,2023-02-18,0
550,1034,Safety,Medium,80,54,No issue,2023-02-24,1
551,1032,Engineering,Low,30,87,Missing risk assessment,2023-06-03,0
552,1032,Safety,Low,23,59,No issue,2023-04-09,1
553,1060,Engineering,Low,64,89,Poor mitigation plan,2023-07-19,0
554,1050,Engineering,Low,75,95,Poor mitigation plan,2023-02-21,0
555,1042,Safety,Low,51,73,Poor mitigation plan,2023-04-10,0
556,1011,Operations,Low,75,84,Incomplete description,2023-04-27,0
557,1066,Quality,Medium,30,93,Missing risk assessment,2023-04-28,0
558,1064,Quality,High,44,97,No issue,2023-01-07,0
559,1032,Engineering,Low,9,72,No issue,2023-02-15,0
560,1039,Engineering,Medium,25,66,Late submission,2023-02-15,1
561,1073,Operations,High,82,50,Poor mitigation plan,2023-04-10,1
562,1042,Maintenance,Low,8,80,Poor mitigation plan,2023-05-24,0
563,1043,Safety,Low,27,80,Poor mitigation plan,2023-06-01,0
564,1028,Engineering,High,88,91,No issue,2023-07-08,0
565,1012,Quality,Low,19,91,Late submission,2023-02-23,0
566,1011,Operations,Medium,12,83,Incomplete description,2023-03-03,0
567,1094,Safety,Medium,45,58,Missing risk assessment,2023-05-09,1
568,1045,Operations,Low,23,71,Incomplete description,2023-02-18,0
569,1001,Safety,Low,50,62,No issue,2023-01-25,1
570,1034,Safety,Medium,32,74,Poor mitigation plan,2023-01-10,0
571,1086,Engineering,Low,72,97,Missing risk assessment,2023-04-28,0
572,1080,Operations,Low,19,67,No issue,2023-07-27,1
573,1089,Operations,Medium,41,100,No issue,2023-05-24,0
574,1007,Quality,Medium,5,61,No issue,2023-07-05,1
575,1092,Quality,Low,71,89,Missing risk assessment,2023-07-19,0
576,1025,Engineering,High,28,66,Missing risk assessment,2023-06-06,1
577,1073,Engineering,Low,31,64,Late submission,2023-08-19,1
578,1089,Maintenance,High,44,91,Late submission,2023-04-02,0
579,1033,Quality,Medium,67,64,Incomplete description,2023-05-14,1
580,1006,Safety,Medium,65,64,Missing risk assessment,2023-05-24,1
581,1067,Operations,Medium,40,88,Missing risk assessment,2023-05-28,0
582,1057,Engineering,High,28,62,Missing risk assessment,2023-03-21,1
583,1074,Operations,Low,28,66,Late submission,2023-03-12,1
584,1028,Operations,Medium,8,81,No issue,2023-08-21,0
585,1035,Maintenance,Low,71,58,Poor mitigation plan,2023-03-19,1
586,1088,Quality,Low,38,89,Late submission,2023-02-12,0
587,1020,Engineering,Low,61,69,Missing risk assessment,2023-06-03,1
588,1035,Operations,High,53,75,Late submission,2023-03-31,0
589,1009,Engineering,High,57,76,Incomplete description,2023-03-19,0
590,1072,Safety,Low,27,70,Missing risk assessment,2023-07-18,0
591,1023,Maintenance,Low,73,67,Incomplete description,2023-06-10,1
592,1063,Safety,Medium,57,62,Missing risk assessment,2023-01-26,1
593,1098,Engineering,Medium,66,65,Late submission,2023-05-01,1
594,1048,Engineering,Low,45,58,No issue,2023-02-14,1
595,1098,Quality,Medium,61,61,Poor mitigation plan,2023-07-31,1
596,1035,Operations,Medium,64,93,Incomplete description,2023-03-04,0
597,1081,Operations,High,58,87,Late submission,2023-07-14,0
598,1095,Safety,Low,74,68,No issue,2023-06-29,1
599,1023,Maintenance,Medium,61,56,Late submission,2023-03-09,1
600,1022,Operations,Medium,14,84,Incomplete description,2023-06-03,0
601,1061,Quality,Medium,44,97,Poor mitigation plan,2023-07-22,0
602,1095,Safety,Medium,11,67,Late submission,2023-01-02,1
603,1036,Safety,Medium,42,65,Missing risk assessment,2023-05-22,1
604,1011,Quality,Low,89,88,No issue,2023-04-18,0
605,1054,Maintenance,High,65,53,Late submission,2023-01-30,1
606,1012,Quality,Medium,88,74,No issue,2023-02-18,0
607,1022,Maintenance,Low,7,81,Missing risk assessment,2023-05-20,0
608,1088,Quality,Medium,55,89,Poor mitigation plan,2023-08-06,0
609,1098,Quality,Low,51,62,Poor mitigation plan,2023-02-13,1
610,1029,Engineering,Low,72,94,Missing risk assessment,2023-06-10,0
611,1016,Safety,High,80,66,No issue,2023-01-13,1
612,1061,Quality,Medium,42,98,Late submission,2023-03-19,0
613,1083,Quality,Medium,40,86,Missing risk assessment,2023-08-04,0
614,1088,Operations,Low,45,55,Incomplete description,2023-05-06,1
615,1085,Safety,Medium,73,68,No issue,2023-04-08,1
616,1012,Operations,Low,17,62,Poor mitigation plan,2023-08-24,1
617,1058,Safety,Low,62,75,Missing risk assessment,2023-01-26,0
618,1018,Operations,High,54,63,Poor mitigation plan,2023-05-29,1
619,1048,Quality,Medium,34,80,No issue,2023-06-05,0
620,1099,Quality,Medium,66,53,Poor mitigation plan,2023-02-17,1
621,1011,Engineering,Low,29,88,Missing risk assessment,2023-08-16,0
622,1060,Operations,High,31,57,No issue,2023-06-17,1
623,1018,Maintenance,Medium,55,74,Incomplete description,2023-03-07,0
624,1075,Engineering,Medium,82,62,Missing risk assessment,2023-08-22,1
625,1008,Operations,Medium,61,81,Late submission,2023-07-20,0
626,1070,Operations,Low,51,87,Missing risk assessment,2023-03-28,0
627,1027,Engineering,Low,43,87,No issue,2023-03-20,0
628,1077,Quality,Medium,20,77,Missing risk assessment,2023-07-24,0
629,1094,Operations,Low,26,79,Incomplete description,2023-01-23,0
630,1051,Quality,Low,89,52,Incomplete description,2023-03-22,1
631,1082,Engineering,High,58,77,Late submission,2023-02-17,0
632,1015,Quality,Medium,25,52,Poor mitigation plan,2023-05-04,1
633,1068,Safety,Medium,76,94,No issue,2023-05-10,0
634,1098,Maintenance,Medium,20,83,No issue,2023-03-25,0
635,1011,Operations,Medium,63,65,Poor mitigation plan,2023-01-20,1
636,1024,Maintenance,Low,35,71,Incomplete description,2023-07-06,0
637,1051,Quality,Low,46,81,Incomplete description,2023-02-15,0
638,1084,Operations,Low,78,87,Missing risk assessment,2023-05-11,0
639,1099,Quality,Low,36,57,Late submission,2023-07-02,1
640,1052,Safety,Medium,63,57,Late submission,2023-01-12,1
641,1022,Engineering,Low,38,55,Late submission,2023-02-09,1
642,1015,Operations,Medium,13,63,Missing risk assessment,2023-03-07,1
643,1056,Safety,Low,85,81,Late submission,2023-04-10,0
644,1038,Safety,Low,15,84,Poor mitigation plan,2023-03-19,0
645,1052,Operations,Medium,14,59,Missing risk assessment,2023-01-16,1
646,1041,Quality,Low,21,52,Poor mitigation plan,2023-03-24,1
647,1057,Safety,Low,72,61,Missing risk assessment,2023-06-11,1
648,1038,Maintenance,Low,52,98,Late submission,2023-02-13,0
649,1013,Safety,Low,56,80,Poor mitigation plan,2023-08-26,0
650,1094,Quality,Medium,29,78,Poor mitigation plan,2023-05-14,0
651,1004,Quality,Low,25,54,Poor mitigation plan,2023-07-24,1
652,1034,Maintenance,Low,69,74,Missing risk assessment,2023-07-11,0
653,1086,Safety,Medium,67,90,No issue,2023-04-10,0
654,1092,Quality,Low,55,80,Late submission,2023-01-22,0
655,1074,Operations,High,40,70,Poor mitigation plan,2023-01-18,0
656,1017,Engineering,Medium,85,69,No issue,2023-01-12,1
657,1075,Engineering,Medium,70,88,Late submission,2023-06-29,0
658,1008,Engineering,Medium,19,71,Late submission,2023-05-03,0
659,1073,Safety,Low,43,53,Poor mitigation plan,2023-08-10,1
660,1057,Maintenance,Medium,74,62,Poor mitigation plan,2023-04-27,1
661,1016,Quality,Low,5,94,Missing risk assessment,2023-02-20,0
662,1006,Operations,High,27,91,No issue,2023-08-20,0
663,1045,Operations,Low,43,99,No issue,2023-03-12,0
664,1012,Safety,Medium,61,98,Poor mitigation plan,2023-08-12,0
665,1039,Engineering,Medium,85,69,Late submission,2023-02-17,1
666,1041,Safety,Low,38,62,Poor mitigation plan,2023-01-19,1
667,1008,Maintenance,Low,45,66,Late submission,2023-01-06,1
668,1049,Maintenance,Medium,77,85,Late submission,2023-03-25,0
669,1026,Quality,High,17,82,Poor mitigation plan,2023-06-04,0
670,1065,Quality,Low,74,50,Incomplete description,2023-02-22,1
671,1004,Maintenance,Medium,10,64,No issue,2023-04-17,1
672,1028,Maintenance,High,88,62,Late submission,2023-04-11,1
673,1036,Maintenance,High,56,66,Late submission,2023-02-17,1
674,1037,Safety,Low,7,73,Incomplete description,2023-05-15,0
675,1082,Maintenance,Medium,85,57,Missing risk assessment,2023-07-06,1
676,1007,Operations,Low,67,99,Incomplete description,2023-03-10,0
677,1064,Engineering,High,53,76,Incomplete description,2023-01-11,0
678,1085,Maintenance,Medium,80,94,Late submission,2023-05-23,0
679,1016,Engineering,Low,51,72,No issue,2023-07-11,0
680,1070,Safety,Medium,59,95,Incomplete description,2023-05-11,0
681,1088,Engineering,Low,68,57,Missing risk assessment,2023-05-02,1
682,1044,Safety,High,69,57,Poor mitigation plan,2023-03-10,1
683,1003,Operations,High,85,75,Incomplete description,2023-01-23,0
684,1035,Safety,Medium,71,96,Incomplete description,2023-06-30,0
685,1069,Safety,Low,19,62,Missing risk assessment,2023-02-06,1
686,1030,Quality,Medium,36,88,No issue,2023-01-09,0
687,1018,Maintenance,Low,72,86,Incomplete description,2023-01-15,0
688,1060,Maintenance,Low,22,98,Incomplete description,2023-05-11,0
689,1053,Operations,High,87,77,No issue,2023-04-03,0
690,1038,Operations,Low,47,74,Missing risk assessment,2023-07-17,0
691,1090,Maintenance,Low,39,65,Incomplete description,2023-01-17,1
692,1073,Quality,High,82,51,No issue,2023-06-03,1
693,1089,Maintenance,Low,62,67,Incomplete description,2023-05-29,1
694,1018,Quality,Low,37,66,Poor mitigation plan,2023-03-13,1
695,1038,Operations,High,18,79,Late submission,2023-05-29,0
696,1066,Engineering,Low,38,88,Poor mitigation plan,2023-05-01,0
697,1044,Operations,Medium,65,62,Incomplete description,2023-01-11,1
698,1012,Operations,High,8,81,Missing risk assessment,2023-06-15,0
699,1091,Safety,High,63,99,Late submission,2023-03-13,0
700,1057,Safety,Medium,33,78,Poor mitigation plan,2023-04-16,0
701,1019,Safety,Low,87,95,No issue,2023-08-04,0
702,1091,Safety,Low,10,79,Missing risk assessment,2023-05-05,0
703,1071,Quality,High,53,67,Poor mitigation plan,2023-02-04,1
704,1060,Maintenance,High,44,62,No issue,2023-04-29,1
705,1038,Engineering,Medium,87,92,Incomplete description,2023-01-14,0
706,1000,Operations,Low,69,70,No issue,2023-01-14,0
707,1002,Quality,Low,73,79,Poor mitigation plan,2023-01-10,0
708,1076,Engineering,Low,31,70,Poor mitigation plan,2023-05-20,0
709,1091,Quality,Medium,84,97,Incomplete description,2023-02-07,0
710,1061,Quality,Medium,10,66,No issue,2023-04-18,1
711,1062,Operations,High,17,89,No issue,2023-04-29,0
712,1024,Maintenance,Medium,68,68,Incomplete description,2023-08-26,1
713,1055,Safety,Low,66,64,No issue,2023-02-03,1
714,1032,Maintenance,Medium,23,58,Incomplete description,2023-06-18,1
715,1037,Operations,Medium,80,59,Missing risk assessment,2023-01-10,1
716,1005,Operations,Medium,84,93,Poor mitigation plan,2023-05-02,0
717,1057,Operations,Medium,47,80,Missing risk assessment,2023-05-25,0
718,1043,Engineering,High,78,72,Late submission,2023-05-25,0
719,1044,Maintenance,High,24,79,Late submission,2023-07-14,0
720,1031,Maintenance,Low,72,82,Late submission,2023-07-09,0
721,1044,Quality,Low,48,58,Incomplete description,2023-08-11,1
722,1060,Quality,Medium,27,96,No issue,2023-04-25,0
723,1046,Quality,Low,6,50,Missing risk assessment,2023-01-01,1
724,1020,Operations,Low,26,93,Missing risk assessment,2023-01-12,0
725,1079,Maintenance,Low,61,84,Missing risk assessment,2023-04-13,0
726,1084,Operations,Medium,76,60,Missing risk assessment,2023-01-04,1
727,1074,Engineering,Low,11,83,Late submission,2023-06-19,0
728,1035,Quality,Medium,82,65,Missing risk assessment,2023-05-21,1
729,1098,Operations,High,60,58,No issue,2023-04-08,1
730,1018,Operations,Low,71,81,Late submission,2023-04-16,0
731,1019,Engineering,Low,20,64,Missing risk assessment,2023-03-26,1
732,1056,Safety,Low,87,61,Incomplete description,2023-08-02,1
733,1017,Maintenance,High,55,82,Poor mitigation plan,2023-05-01,0
734,1046,Safety,Low,86,94,Poor mitigation plan,2023-05-12,0
735,1048,Quality,Low,84,63,Poor mitigation plan,2023-03-23,1
736,1013,Operations,Low,76,57,Late submission,2023-07-16,1
737,1014,Engineering,Medium,16,57,Missing risk assessment,2023-01-19,1
738,1030,Engineering,Medium,57,76,Late submission,2023-05-10,0
739,1000,Maintenance,Medium,79,61,No issue,2023-01-12,1
740,1053,Safety,High,9,50,Incomplete description,2023-03-22,1
741,1002,Maintenance,Low,31,92,Incomplete description,2023-03-15,0
742,1015,Operations,High,16,89,Poor mitigation plan,2023-04-08,0
743,1086,Maintenance,Low,21,91,Poor mitigation plan,2023-01-06,0
744,1056,Engineering,High,10,100,Poor mitigation plan,2023-05-16,0
745,1074,Engineering,Medium,9,60,Missing risk assessment,2023-05-05,1
746,1011,Quality,High,61,88,No issue,2023-02-20,0
747,1073,Quality,Low,32,92,No issue,2023-01-11,0
748,1095,Operations,Low,82,80,No issue,2023-07-10,0
749,1015,Safety,Low,73,66,No issue,2023-07-04,1
750,1071,Maintenance,Low,63,82,Poor mitigation plan,2023-05-07,0
751,1075,Operations,Low,37,81,Incomplete description,2023-05-20,0
752,1023,Quality,Low,66,78,Poor mitigation plan,2023-03-14,0
753,1027,Maintenance,Low,54,70,No issue,2023-01-02,0
754,1007,Quality,Medium,23,70,Poor mitigation plan,2023-01-08,0
755,1091,Maintenance,High,73,89,No issue,2023-05-19,0
756,1035,Safety,Medium,70,72,Late submission,2023-05-04,0
757,1089,Operations,Low,51,55,Incomplete description,2023-02-22,1
758,1007,Maintenance,Medium,43,71,Late submission,2023-08-16,0
759,1057,Engineering,Low,72,99,Missing risk assessment,2023-01-10,0
760,1059,Engineering,High,37,87,Poor mitigation plan,2023-08-01,0
761,1049,Maintenance,Low,17,86,Missing risk assessment,2023-07-31,0
762,1027,Maintenance,Medium,88,94,Poor mitigation plan,2023-04-22,0
763,1091,Maintenance,High,58,100,Late submission,2023-01-08,0
764,1040,Engineering,High,11,57,No issue,2023-02-05,1
765,1099,Engineering,Medium,83,90,No issue,2023-08-09,0
766,1063,Maintenance,High,18,98,Poor mitigation plan,2023-04-16,0
767,1026,Quality,High,23,84,No issue,2023-07-23,0
768,1062,Quality,Medium,58,100,Late submission,2023-01-14,0
769,1016,Safety,Medium,24,60,No issue,2023-08-28,1
770,1072,Operations,Medium,33,73,Late submission,2023-07-01,0
771,1032,Quality,Medium,28,98,Missing risk assessment,2023-08-01,0
772,1083,Engineering,Medium,86,70,Late submission,2023-03-27,0
773,1076,Quality,Medium,67,100,Incomplete description,2023-05-29,0
774,1091,Safety,Low,78,51,Incomplete description,2023-08-24,1
775,1028,Safety,Low,61,89,Incomplete description,2023-02-19,0
776,1012,Operations,Low,12,68,Poor mitigation plan,2023-08-10,1
777,1045,Quality,Low,66,88,Poor mitigation plan,2023-06-16,0
778,1034,Engineering,Low,33,77,Poor mitigation plan,2023-01-20,0
779,1005,Engineering,Medium,78,66,Late submission,2023-08-04,1
780,1081,Maintenance,Low,21,55,Poor mitigation plan,2023-03-28,1
781,1068,Engineering,High,70,68,Missing risk assessment,2023-05-15,1
782,1046,Operations,Low,10,87,Incomplete description,2023-05-17,0
783,1024,Operations,Low,62,77,Late submission,2023-05-09,0
784,1065,Engineering,Medium,73,51,Incomplete description,2023-06-03,1
785,1009,Engineering,Medium,32,87,Poor mitigation plan,2023-06-15,0
786,1055,Maintenance,Low,66,86,Late submission,2023-02-07,0
787,1029,Engineering,High,45,100,No issue,2023-07-08,0
788,1004,Maintenance,High,73,53,Missing risk assessment,2023-02-13,1
789,1032,Maintenance,Low,86,71,Poor mitigation plan,2023-03-27,0
790,1064,Engineering,Low,88,75,Poor mitigation plan,2023-02-13,0
791,1017,Safety,High,45,98,Missing risk assessment,2023-03-15,0
792,1095,Safety,Medium,53,92,Missing risk assessment,2023-04-29,0
793,1048,Maintenance,Medium,53,85,No issue,2023-07-09,0
794,1010,Engineering,High,80,62,Poor mitigation plan,2023-05-02,1
795,1084,Safety,Low,75,81,Poor mitigation plan,2023-05-14,0
796,1025,Engineering,Medium,7,66,Incomplete description,2023-05-25,1
797,1062,Engineering,Low,14,90,Late submission,2023-02-20,0
798,1088,Engineering,Medium,39,85,Late submission,2023-02-07,0
799,1085,Quality,Medium,84,95,Incomplete description,2023-06-01,0
800,1058,Engineering,Medium,6,68,Late submission,2023-02-20,1
801,1026,Quality,Low,28,84,Missing risk assessment,2023-01-10,0
802,1048,Maintenance,Low,78,95,Late submission,2023-04-30,0
803,1076,Safety,Medium,42,89,Late submission,2023-07-19,0
804,1032,Safety,Medium,26,77,Incomplete description,2023-05-29,0
805,1097,Safety,Medium,30,50,No issue,2023-03-11,1
806,1098,Safety,Low,47,91,Late submission,2023-03-26,0
807,1000,Safety,High,59,67,Late submission,2023-02-26,1
808,1020,Safety,Low,43,97,No issue,2023-05-06,0
809,1054,Safety,High,33,89,Incomplete description,2023-02-08,0
810,1005,Maintenance,Low,24,82,No issue,2023-08-04,0
811,1091,Engineering,Medium,45,61,Incomplete description,2023-02-02,1
812,1080,Operations,Low,58,57,Missing risk assessment,2023-07-06,1
813,1068,Quality,High,24,73,Incomplete description,2023-01-18,0
814,1094,Operations,Medium,23,65,Missing risk assessment,2023-07-03,1
815,1004,Operations,Low,88,99,Missing risk assessment,2023-08-08,0
816,1002,Engineering,Low,70,53,Incomplete description,2023-02-26,1
817,1052,Engineering,Low,34,87,Poor mitigation plan,2023-04-06,0
818,1022,Engineering,Low,57,93,Incomplete description,2023-07-23,0
819,1052,Safety,High,38,76,Late submission,2023-02-17,0
820,1036,Maintenance,Medium,26,58,Late submission,2023-02-11,1
821,1073,Safety,Medium,71,96,Poor mitigation plan,2023-01-27,0
822,1073,Maintenance,Medium,10,65,Missing risk assessment,2023-03-15,1
823,1082,Maintenance,Medium,83,61,Poor mitigation plan,2023-04-20,1
824,1016,Operations,Low,31,80,Late submission,2023-06-29,0
825,1084,Operations,Low,14,73,Poor mitigation plan,2023-06-19,0
826,1077,Maintenance,Medium,77,63,Incomplete description,2023-02-01,1
827,1072,Maintenance,High,52,94,Poor mitigation plan,2023-08-22,0
828,1000,Safety,Low,74,74,Missing risk assessment,2023-01-26,0
829,1050,Safety,Low,63,83,Incomplete description,2023-01-25,0
830,1044,Operations,Medium,63,52,No issue,2023-03-16,1
831,1076,Engineering,High,6,73,Late submission,2023-01-23,0
832,1003,Maintenance,Low,33,91,Late submission,2023-08-14,0
833,1061,Safety,Medium,72,58,Poor mitigation plan,2023-02-26,1
834,1064,Operations,High,69,75,Incomplete description,2023-06-29,0
835,1031,Safety,Low,87,69,No issue,2023-08-20,1
836,1033,Maintenance,Low,30,89,Incomplete description,2023-05-06,0
837,1091,Maintenance,Medium,14,59,Late submission,2023-03-28,1
838,1094,Quality,High,57,68,Incomplete description,2023-08-09,1
839,1071,Engineering,Low,83,52,No issue,2023-01-31,1
840,1038,Quality,Medium,63,73,Poor mitigation plan,2023-03-05,0
841,1025,Operations,Medium,26,54,Missing risk assessment,2023-07-18,1
842,1033,Safety,Medium,55,52,Incomplete description,2023-08-20,1
843,1053,Operations,Medium,52,76,Missing risk assessment,2023-02-02,0
844,1002,Maintenance,Medium,25,65,Late submission,2023-08-01,1
845,1049,Quality,Medium,26,98,Poor mitigation plan,2023-01-02,0
846,1011,Quality,Medium,34,64,Poor mitigation plan,2023-01-18,1
847,1064,Quality,Medium,29,84,Incomplete description,2023-06-24,0
