ISP_ID,Engineer_ID,Department,Risk_Level,Completion_Time_Minutes,Quality_Score,Reason_for_Low_Quality,Date,Low_Quality,Predicted_Low_Quality,Prediction_Probability
358,1068,Operations,High,37,59,Late submission,2/5/2023,1,1,0.93
359,1060,Engineering,High,59,68,Late submission,4/19/2023,1,0,0.06
360,1047,Operations,High,62,74,No issue,2/24/2023,0,0,0.17
361,1018,Safety,Medium,11,53,Incomplete description,7/11/2023,1,0,0.02
362,1003,Maintenance,Low,61,78,Incomplete description,8/7/2023,0,0,0.64
363,1034,Quality,Medium,16,68,No issue,7/4/2023,1,0,0.05
364,1063,Engineering,Medium,20,92,Missing risk assessment,3/10/2023,0,0,0.1
365,1048,Quality,High,84,51,Late submission,3/2/2023,1,0,0.14
366,1016,Safety,Low,47,59,Late submission,5/10/2023,1,0,0.42
367,1043,Quality,Medium,81,92,Poor mitigation plan,2/24/2023,0,0,0.51
368,1091,Engineering,Low,11,74,No issue,5/2/2023,0,1,0.78
369,1029,Safety,Medium,55,69,Poor mitigation plan,4/7/2023,1,0,0.64
370,1092,Quality,High,77,97,Poor mitigation plan,3/21/2023,0,0,0.42
371,1045,Maintenance,Medium,36,68,Incomplete description,3/28/2023,1,1,0.74
372,1005,Safety,Low,79,72,Late submission,2/7/2023,0,1,0.72
373,1098,Safety,High,12,73,Poor mitigation plan,4/29/2023,0,1,0.99
374,1036,Maintenance,Medium,76,60,Incomplete description,7/27/2023,1,1,0.7
375,1023,Operations,Low,49,95,No issue,3/19/2023,0,0,0.12
376,1092,Engineering,Low,63,83,Poor mitigation plan,6/6/2023,0,0,0.25
377,1045,Operations,Low,8,77,Late submission,6/3/2023,0,0,0.47
378,1052,Quality,Low,71,54,Poor mitigation plan,2/4/2023,1,0,0.32
379,1094,Maintenance,High,33,54,No issue,3/20/2023,1,0,0.13
380,1098,Operations,Medium,33,100,Poor mitigation plan,3/8/2023,0,0,0.34
381,1059,Safety,High,32,70,Late submission,3/28/2023,0,0,0.5
382,1096,Quality,Low,81,61,Incomplete description,6/6/2023,1,0,0.03
383,1062,Quality,Low,83,99,Late submission,2/3/2023,0,1,0.94
384,1084,Operations,Medium,48,53,Incomplete description,4/7/2023,1,0,0.01
385,1031,Operations,Low,8,98,Missing risk assessment,6/18/2023,0,0,0.54
386,1086,Maintenance,Medium,13,91,Late submission,6/18/2023,0,0,0.59
387,1032,Engineering,High,9,69,Late submission,5/31/2023,1,0,0.39
388,1066,Operations,Medium,60,87,No issue,3/12/2023,0,0,0.51
389,1017,Operations,Medium,88,74,Poor mitigation plan,1/3/2023,0,1,0.99
390,1024,Safety,Low,54,63,Incomplete description,2/27/2023,1,0,0.68
391,1094,Quality,Low,79,60,Incomplete description,2/1/2023,1,0,0.69
392,1053,Engineering,Low,19,81,No issue,1/31/2023,0,1,0.84
393,1057,Safety,Medium,36,60,No issue,3/23/2023,1,0,0.68
394,1066,Maintenance,Low,32,67,Poor mitigation plan,2/12/2023,1,0,0.28
395,1045,Maintenance,Low,26,76,Poor mitigation plan,5/15/2023,0,0,0.3
396,1023,Operations,Medium,21,67,Late submission,4/15/2023,1,1,0.91
397,1031,Operations,Low,63,72,Missing risk assessment,1/1/2023,0,1,0.91
398,1046,Maintenance,Low,75,60,Poor mitigation plan,3/2/2023,1,0,0.2
399,1085,Operations,Low,61,70,No issue,1/14/2023,0,0,0.24
400,1022,Engineering,High,30,93,Poor mitigation plan,6/29/2023,0,0,0.54
401,1065,Operations,Medium,29,54,Incomplete description,8/12/2023,1,0,0.2
402,1026,Quality,Medium,14,72,Missing risk assessment,1/6/2023,0,1,0.75
403,1001,Operations,Low,49,90,Late submission,4/13/2023,0,1,0.92
404,1089,Safety,High,87,74,Incomplete description,1/10/2023,0,0,0.64
405,1016,Engineering,Medium,15,90,Incomplete description,3/12/2023,0,0,0.25
406,1032,Safety,Low,81,59,Missing risk assessment,3/31/2023,1,0,0.22
407,1008,Safety,High,57,71,Late submission,8/14/2023,0,1,0.78
408,1042,Quality,Low,76,68,No issue,6/7/2023,1,0,0.43
409,1047,Engineering,Medium,72,50,Late submission,8/16/2023,1,1,0.75
410,1038,Engineering,Medium,32,56,Poor mitigation plan,5/29/2023,1,0,0.6
411,1092,Engineering,Low,79,53,Incomplete description,5/6/2023,1,0,0.67
412,1041,Engineering,High,69,50,Poor mitigation plan,7/7/2023,1,0,0.44
413,1025,Engineering,Medium,53,64,No issue,7/28/2023,1,1,0.93
414,1098,Quality,Medium,51,89,Poor mitigation plan,4/7/2023,0,0,0.32
415,1049,Operations,Low,56,61,Late submission,3/15/2023,1,0,0.41
416,1024,Safety,Low,58,71,Poor mitigation plan,4/25/2023,0,0,0.44
417,1023,Engineering,Low,64,71,No issue,7/10/2023,0,0,0.41
418,1012,Operations,Medium,61,99,No issue,8/27/2023,0,0,0.41
419,1059,Operations,Low,51,96,No issue,6/19/2023,0,0,0.41
420,1006,Safety,Medium,35,66,Late submission,2/20/2023,1,0,0.63
421,1056,Quality,Medium,50,78,No issue,7/11/2023,0,0,0.41
422,1035,Maintenance,Low,30,95,Incomplete description,7/23/2023,0,0,0.62
423,1044,Maintenance,Medium,9,63,No issue,2/25/2023,1,0,0.03
424,1019,Operations,Low,88,99,Poor mitigation plan,7/27/2023,0,1,0.95
425,1064,Safety,High,56,69,Poor mitigation plan,2/10/2023,1,1,0.94
426,1007,Maintenance,Medium,79,99,Poor mitigation plan,2/1/2023,0,0,0.47
427,1015,Operations,Low,58,97,Late submission,1/15/2023,0,0,0.52
428,1013,Quality,Low,37,82,Poor mitigation plan,3/3/2023,0,0,0.26
429,1075,Maintenance,Medium,54,92,Late submission,6/4/2023,0,1,0.91
430,1086,Operations,Medium,42,64,Late submission,1/28/2023,1,1,0.93
431,1014,Operations,Medium,31,61,No issue,7/28/2023,1,1,0.71
432,1091,Engineering,Medium,19,89,Incomplete description,3/5/2023,0,0,0.31
433,1097,Quality,Low,65,69,No issue,8/26/2023,1,0,0.11
434,1065,Engineering,Low,25,79,No issue,7/6/2023,0,0,0.34
435,1031,Safety,Low,50,87,Late submission,7/5/2023,0,0,0.19
436,1086,Engineering,Medium,73,52,Late submission,5/10/2023,1,1,0.93
437,1062,Engineering,High,10,77,Poor mitigation plan,5/7/2023,0,0,0.12
438,1085,Maintenance,Medium,42,75,Poor mitigation plan,2/5/2023,0,1,0.99
439,1050,Operations,Low,66,79,No issue,4/24/2023,0,0,0.64
440,1024,Quality,Medium,66,62,Missing risk assessment,7/18/2023,1,0,0.42
441,1057,Engineering,High,86,62,Missing risk assessment,1/13/2023,1,0,0.12
442,1062,Quality,Medium,82,51,Poor mitigation plan,1/15/2023,1,0,0.56
443,1061,Engineering,High,78,86,Missing risk assessment,3/30/2023,0,0,0.11
444,1021,Safety,Low,50,98,Poor mitigation plan,8/3/2023,0,0,0.02
445,1057,Engineering,Low,17,87,Late submission,7/7/2023,0,1,0.74
446,1057,Maintenance,High,7,51,No issue,1/22/2023,1,1,0.95
447,1085,Operations,Medium,10,85,Incomplete description,7/10/2023,0,0,0.19
448,1048,Safety,Low,12,75,No issue,8/6/2023,0,0,0.61
449,1051,Engineering,Medium,48,60,Poor mitigation plan,8/13/2023,1,0,0.04
450,1041,Quality,High,37,57,Poor mitigation plan,7/22/2023,1,0,0.13
451,1069,Safety,Medium,85,93,No issue,3/15/2023,0,0,0.65
452,1014,Safety,Medium,79,89,Poor mitigation plan,1/25/2023,0,0,0.14
453,1053,Engineering,Low,81,92,Missing risk assessment,4/11/2023,0,0,0.17
454,1059,Safety,Medium,54,71,Missing risk assessment,6/25/2023,0,0,0.53
455,1096,Quality,Medium,15,69,Poor mitigation plan,6/20/2023,1,0,0.49
456,1007,Safety,High,32,57,Poor mitigation plan,4/27/2023,1,0,0.59
457,1052,Quality,High,74,78,Missing risk assessment,6/15/2023,0,1,0.98
458,1059,Engineering,High,45,89,Poor mitigation plan,2/10/2023,0,1,0.84
459,1004,Operations,Low,20,75,Poor mitigation plan,6/22/2023,0,1,0.7
460,1067,Safety,Medium,72,79,No issue,3/29/2023,0,0,0.6
461,1005,Operations,Medium,52,66,Incomplete description,6/17/2023,1,0,0.45
462,1095,Quality,Medium,60,69,Missing risk assessment,4/20/2023,1,0,0.52
463,1093,Safety,Medium,68,65,No issue,4/30/2023,1,0,0.16
464,1046,Maintenance,High,63,95,Incomplete description,4/7/2023,0,0,0.25
465,1098,Operations,Medium,66,92,Poor mitigation plan,5/25/2023,0,0,0.54
466,1054,Safety,Medium,80,56,Poor mitigation plan,8/4/2023,1,0,0.61
467,1039,Operations,Low,15,65,No issue,8/17/2023,1,0,0.5
468,1051,Safety,Low,22,94,Poor mitigation plan,2/26/2023,0,0,0.13
469,1015,Engineering,Medium,23,96,Late submission,5/10/2023,0,0,0.28
470,1012,Operations,Medium,59,97,No issue,4/6/2023,0,0,0.46
471,1029,Maintenance,Low,86,76,Incomplete description,5/1/2023,0,1,0.78
472,1018,Maintenance,Low,30,72,No issue,3/3/2023,0,0,0.42
473,1016,Quality,Medium,10,73,Missing risk assessment,8/4/2023,0,0,0.68
474,1062,Safety,Low,8,58,No issue,5/17/2023,1,0,0.39
475,1018,Operations,Low,33,84,Poor mitigation plan,3/9/2023,0,0,0.54
476,1091,Quality,Low,63,100,Poor mitigation plan,3/22/2023,0,0,0.29
477,1057,Operations,Low,21,69,Late submission,1/17/2023,1,0,0.61
478,1054,Safety,Low,47,86,Late submission,4/27/2023,0,1,0.74
479,1089,Maintenance,Low,84,91,Late submission,2/19/2023,0,0,0.59
480,1089,Engineering,Medium,70,66,Incomplete description,4/22/2023,1,0,0.08
481,1061,Maintenance,High,38,96,Late submission,4/4/2023,0,0,0.13
482,1022,Quality,Medium,12,80,Incomplete description,6/17/2023,0,1,0.78
483,1008,Engineering,Medium,17,57,Late submission,7/5/2023,1,1,0.81
484,1011,Quality,Low,12,64,Incomplete description,7/22/2023,1,0,0.3
485,1000,Safety,Low,69,80,No issue,3/26/2023,0,0,0.12
486,1057,Engineering,Medium,47,79,No issue,5/29/2023,0,1,0.97
487,1000,Quality,Low,43,95,Poor mitigation plan,5/26/2023,0,0,0.32
488,1033,Safety,Medium,85,69,Incomplete description,7/2/2023,1,1,0.71
489,1095,Maintenance,Medium,63,88,Missing risk assessment,6/6/2023,0,1,0.91
490,1047,Safety,Medium,88,61,Poor mitigation plan,6/1/2023,1,0,0.63
491,1088,Operations,Low,48,98,No issue,3/15/2023,0,0,0.55
492,1000,Safety,Low,13,66,Incomplete description,4/19/2023,1,0,0.35
493,1015,Safety,Medium,41,91,Late submission,5/25/2023,0,0,0.17
494,1060,Operations,Low,78,79,Missing risk assessment,1/18/2023,0,0,0.45
495,1063,Quality,Medium,40,78,No issue,2/11/2023,0,0,0.62
496,1062,Quality,Medium,32,68,Poor mitigation plan,8/28/2023,1,0,0.68
497,1068,Safety,High,46,95,Incomplete description,7/31/2023,0,1,0.96
498,1021,Operations,Low,47,60,Missing risk assessment,4/11/2023,1,1,0.94
499,1092,Operations,High,89,83,Incomplete description,2/14/2023,0,0,0.22
500,1066,Maintenance,Medium,46,99,Late submission,3/23/2023,0,0,0.19
501,1075,Quality,Low,70,56,Poor mitigation plan,1/17/2023,1,1,0.83
502,1025,Engineering,Low,59,93,Incomplete description,3/14/2023,0,0,0.3
503,1015,Quality,Medium,76,83,No issue,1/14/2023,0,1,0.82
504,1050,Quality,Low,52,69,Poor mitigation plan,6/26/2023,1,0,0.51
505,1085,Maintenance,Low,26,99,No issue,6/6/2023,0,0,0.01
506,1056,Engineering,Low,31,87,Incomplete description,8/11/2023,0,0,0.46
507,1028,Maintenance,High,71,73,Poor mitigation plan,5/12/2023,0,0,0.42
508,1077,Engineering,Medium,17,59,No issue,3/23/2023,1,0,0.38
509,1091,Safety,Medium,49,81,Late submission,5/28/2023,0,1,0.91
510,1068,Engineering,Low,14,64,Late submission,4/30/2023,1,1,0.98
511,1046,Maintenance,Low,13,86,Incomplete description,4/30/2023,0,0,0.07
512,1093,Quality,Medium,58,69,Poor mitigation plan,2/16/2023,1,0,0.04
513,1061,Engineering,Medium,31,52,Missing risk assessment,4/17/2023,1,0,0.3
514,1068,Engineering,Low,38,86,Poor mitigation plan,4/18/2023,0,0,0.42
515,1075,Operations,Medium,5,89,Late submission,1/9/2023,0,0,0.31
516,1015,Quality,High,36,57,No issue,7/24/2023,1,0,0.27
517,1089,Safety,Medium,75,89,Missing risk assessment,3/20/2023,0,0,0.46
518,1089,Maintenance,Medium,71,93,Incomplete description,6/4/2023,0,0,0.07
519,1047,Safety,High,88,72,Missing risk assessment,1/15/2023,0,1,0.89
520,1084,Quality,Low,24,89,Incomplete description,8/8/2023,0,0,0.47
521,1038,Engineering,Medium,39,60,Missing risk assessment,8/17/2023,1,0,0.25
522,1099,Engineering,High,82,95,Incomplete description,1/19/2023,0,1,0.71
523,1032,Quality,Low,21,57,Incomplete description,3/31/2023,1,0,0.24
524,1093,Engineering,Medium,22,78,Missing risk assessment,6/29/2023,0,1,0.92
525,1022,Engineering,Medium,49,79,Missing risk assessment,1/26/2023,0,0,0.4
526,1009,Engineering,Medium,88,59,Incomplete description,8/5/2023,1,1,0.71
527,1068,Maintenance,Medium,57,88,Late submission,6/3/2023,0,0,0.24
528,1099,Maintenance,High,86,77,Missing risk assessment,6/3/2023,0,0,0.67
529,1033,Operations,Medium,72,98,Poor mitigation plan,6/23/2023,0,1,0.81
530,1051,Safety,Low,69,85,No issue,4/2/2023,0,0,0.12
531,1094,Quality,High,5,62,Incomplete description,6/26/2023,1,0,0.32
532,1009,Quality,Low,62,81,Incomplete description,3/23/2023,0,0,0.05
533,1018,Quality,Low,30,85,No issue,8/12/2023,0,0,0.55
534,1057,Operations,Medium,24,86,Late submission,6/30/2023,0,0,0.24
535,1095,Maintenance,Medium,14,75,No issue,5/11/2023,0,0,0.47
536,1000,Operations,Medium,63,71,Missing risk assessment,7/13/2023,0,0,0.6
537,1068,Quality,High,79,53,No issue,8/13/2023,1,1,0.88
538,1003,Safety,Medium,45,80,Incomplete description,2/11/2023,0,1,0.77
539,1015,Engineering,Medium,9,67,No issue,1/19/2023,1,0,0.54
540,1023,Maintenance,Low,69,87,Poor mitigation plan,1/17/2023,0,0,0.65
541,1079,Maintenance,High,21,73,Missing risk assessment,8/24/2023,0,0,0.56
542,1001,Operations,High,26,72,No issue,6/10/2023,0,1,0.91
543,1091,Maintenance,Medium,45,71,Incomplete description,3/17/2023,0,1,0.92
544,1031,Quality,Low,72,51,Missing risk assessment,6/26/2023,1,1,0.91
545,1090,Quality,Low,73,80,Incomplete description,7/3/2023,0,0,0.04
546,1083,Operations,Low,15,60,Late submission,3/4/2023,1,1,0.77
547,1023,Quality,Low,60,77,Poor mitigation plan,5/11/2023,0,1,0.74
548,1011,Safety,Low,55,95,Late submission,4/17/2023,0,1,0.82
549,1049,Operations,High,25,81,Poor mitigation plan,2/18/2023,0,1,0.95
550,1034,Safety,Medium,80,54,No issue,2/24/2023,1,1,0.98
551,1032,Engineering,Low,30,87,Missing risk assessment,6/3/2023,0,1,0.7
552,1032,Safety,Low,23,59,No issue,4/9/2023,1,0,0.42
553,1060,Engineering,Low,64,89,Poor mitigation plan,7/19/2023,0,0,0.18
554,1050,Engineering,Low,75,95,Poor mitigation plan,2/21/2023,0,1,0.8
555,1042,Safety,Low,51,73,Poor mitigation plan,4/10/2023,0,0,0.49
556,1011,Operations,Low,75,84,Incomplete description,4/27/2023,0,0,0.07
557,1066,Quality,Medium,30,93,Missing risk assessment,4/28/2023,0,0,0.05
558,1064,Quality,High,44,97,No issue,1/7/2023,0,1,0.81
559,1032,Engineering,Low,9,72,No issue,2/15/2023,0,0,0.08
560,1039,Engineering,Medium,25,66,Late submission,2/15/2023,1,0,0.52
561,1073,Operations,High,82,50,Poor mitigation plan,4/10/2023,1,0,0.38
562,1042,Maintenance,Low,8,80,Poor mitigation plan,5/24/2023,0,0,0.54
563,1043,Safety,Low,27,80,Poor mitigation plan,6/1/2023,0,0,0.59
564,1028,Engineering,High,88,91,No issue,7/8/2023,0,0,0.65
565,1012,Quality,Low,19,91,Late submission,2/23/2023,0,0,0.57
566,1011,Operations,Medium,12,83,Incomplete description,3/3/2023,0,1,0.78
567,1094,Safety,Medium,45,58,Missing risk assessment,5/9/2023,1,1,0.89
568,1045,Operations,Low,23,71,Incomplete description,2/18/2023,0,1,0.71
569,1001,Safety,Low,50,62,No issue,1/25/2023,1,0,0.21
570,1034,Safety,Medium,32,74,Poor mitigation plan,1/10/2023,0,0,0.13
571,1086,Engineering,Low,72,97,Missing risk assessment,4/28/2023,0,1,0.86
572,1080,Operations,Low,19,67,No issue,7/27/2023,1,1,0.78
573,1089,Operations,Medium,41,100,No issue,5/24/2023,0,1,0.76
574,1007,Quality,Medium,5,61,No issue,7/5/2023,1,0,0.05
575,1092,Quality,Low,71,89,Missing risk assessment,7/19/2023,0,0,0.45
576,1025,Engineering,High,28,66,Missing risk assessment,6/6/2023,1,1,0.75
577,1073,Engineering,Low,31,64,Late submission,8/19/2023,1,0,0.33
578,1089,Maintenance,High,44,91,Late submission,4/2/2023,0,0,0.4
579,1033,Quality,Medium,67,64,Incomplete description,5/14/2023,1,1,0.71
580,1006,Safety,Medium,65,64,Missing risk assessment,5/24/2023,1,0,0.29
581,1067,Operations,Medium,40,88,Missing risk assessment,5/28/2023,0,0,0.1
582,1057,Engineering,High,28,62,Missing risk assessment,3/21/2023,1,1,1
583,1074,Operations,Low,28,66,Late submission,3/12/2023,1,0,0.3
584,1028,Operations,Medium,8,81,No issue,8/21/2023,0,0,0.14
585,1035,Maintenance,Low,71,58,Poor mitigation plan,3/19/2023,1,0,0.64
586,1088,Quality,Low,38,89,Late submission,2/12/2023,0,0,0.13
587,1020,Engineering,Low,61,69,Missing risk assessment,6/3/2023,1,0,0.37
588,1035,Operations,High,53,75,Late submission,3/31/2023,0,0,0.38
589,1009,Engineering,High,57,76,Incomplete description,3/19/2023,0,0,0.63
590,1072,Safety,Low,27,70,Missing risk assessment,7/18/2023,0,0,0.32
591,1023,Maintenance,Low,73,67,Incomplete description,6/10/2023,1,1,0.77
592,1063,Safety,Medium,57,62,Missing risk assessment,1/26/2023,1,0,0.51
593,1098,Engineering,Medium,66,65,Late submission,5/1/2023,1,0,0.6
594,1048,Engineering,Low,45,58,No issue,2/14/2023,1,0,0.32
595,1098,Quality,Medium,61,61,Poor mitigation plan,7/31/2023,1,1,0.86
596,1035,Operations,Medium,64,93,Incomplete description,3/4/2023,0,0,0.58
597,1081,Operations,High,58,87,Late submission,7/14/2023,0,1,0.97
598,1095,Safety,Low,74,68,No issue,6/29/2023,1,0,0.62
599,1023,Maintenance,Medium,61,56,Late submission,3/9/2023,1,1,0.7
600,1022,Operations,Medium,14,84,Incomplete description,6/3/2023,0,0,0.58
601,1061,Quality,Medium,44,97,Poor mitigation plan,7/22/2023,0,0,0
602,1095,Safety,Medium,11,67,Late submission,1/2/2023,1,0,0.68
603,1036,Safety,Medium,42,65,Missing risk assessment,5/22/2023,1,1,0.74
604,1011,Quality,Low,89,88,No issue,4/18/2023,0,0,0.06
605,1054,Maintenance,High,65,53,Late submission,1/30/2023,1,0,0.62
606,1012,Quality,Medium,88,74,No issue,2/18/2023,0,0,0.63
607,1022,Maintenance,Low,7,81,Missing risk assessment,5/20/2023,0,1,0.87
608,1088,Quality,Medium,55,89,Poor mitigation plan,8/6/2023,0,0,0.6
609,1098,Quality,Low,51,62,Poor mitigation plan,2/13/2023,1,0,0.54
610,1029,Engineering,Low,72,94,Missing risk assessment,6/10/2023,0,1,0.9
611,1016,Safety,High,80,66,No issue,1/13/2023,1,0,0.17
612,1061,Quality,Medium,42,98,Late submission,3/19/2023,0,1,0.96
613,1083,Quality,Medium,40,86,Missing risk assessment,8/4/2023,0,0,0.32
614,1088,Operations,Low,45,55,Incomplete description,5/6/2023,1,0,0.49
615,1085,Safety,Medium,73,68,No issue,4/8/2023,1,0,0.44
616,1012,Operations,Low,17,62,Poor mitigation plan,8/24/2023,1,0,0.12
617,1058,Safety,Low,62,75,Missing risk assessment,1/26/2023,0,0,0.63
618,1018,Operations,High,54,63,Poor mitigation plan,5/29/2023,1,0,0.35
619,1048,Quality,Medium,34,80,No issue,6/5/2023,0,0,0.63
620,1099,Quality,Medium,66,53,Poor mitigation plan,2/17/2023,1,0,0.07
621,1011,Engineering,Low,29,88,Missing risk assessment,8/16/2023,0,0,0.58
622,1060,Operations,High,31,57,No issue,6/17/2023,1,0,0.2
623,1018,Maintenance,Medium,55,74,Incomplete description,3/7/2023,0,0,0.03
624,1075,Engineering,Medium,82,62,Missing risk assessment,8/22/2023,1,1,0.93
625,1008,Operations,Medium,61,81,Late submission,7/20/2023,0,1,0.79
626,1070,Operations,Low,51,87,Missing risk assessment,3/28/2023,0,1,0.89
627,1027,Engineering,Low,43,87,No issue,3/20/2023,0,1,0.78
628,1077,Quality,Medium,20,77,Missing risk assessment,7/24/2023,0,0,0.48
629,1094,Operations,Low,26,79,Incomplete description,1/23/2023,0,1,0.86
630,1051,Quality,Low,89,52,Incomplete description,3/22/2023,1,1,0.8
631,1082,Engineering,High,58,77,Late submission,2/17/2023,0,1,0.85
632,1015,Quality,Medium,25,52,Poor mitigation plan,5/4/2023,1,1,0.94
633,1068,Safety,Medium,76,94,No issue,5/10/2023,0,0,0.12
634,1098,Maintenance,Medium,20,83,No issue,3/25/2023,0,1,1
635,1011,Operations,Medium,63,65,Poor mitigation plan,1/20/2023,1,0,0.69
636,1024,Maintenance,Low,35,71,Incomplete description,7/6/2023,0,0,0.43
637,1051,Quality,Low,46,81,Incomplete description,2/15/2023,0,0,0.19
638,1084,Operations,Low,78,87,Missing risk assessment,5/11/2023,0,0,0.37
639,1099,Quality,Low,36,57,Late submission,7/2/2023,1,0,0.66
640,1052,Safety,Medium,63,57,Late submission,1/12/2023,1,0,0.1
641,1022,Engineering,Low,38,55,Late submission,2/9/2023,1,0,0.27
642,1015,Operations,Medium,13,63,Missing risk assessment,3/7/2023,1,0,0.49
643,1056,Safety,Low,85,81,Late submission,4/10/2023,0,0,0.42
644,1038,Safety,Low,15,84,Poor mitigation plan,3/19/2023,0,0,0.35
645,1052,Operations,Medium,14,59,Missing risk assessment,1/16/2023,1,0,0.37
646,1041,Quality,Low,21,52,Poor mitigation plan,3/24/2023,1,0,0.61
647,1057,Safety,Low,72,61,Missing risk assessment,6/11/2023,1,0,0.63
648,1038,Maintenance,Low,52,98,Late submission,2/13/2023,0,0,0.56
649,1013,Safety,Low,56,80,Poor mitigation plan,8/26/2023,0,0,0.12
650,1094,Quality,Medium,29,78,Poor mitigation plan,5/14/2023,0,0,0.67
651,1004,Quality,Low,25,54,Poor mitigation plan,7/24/2023,1,1,0.76
652,1034,Maintenance,Low,69,74,Missing risk assessment,7/11/2023,0,0,0.55
653,1086,Safety,Medium,67,90,No issue,4/10/2023,0,0,0.56
654,1092,Quality,Low,55,80,Late submission,1/22/2023,0,0,0.25
655,1074,Operations,High,40,70,Poor mitigation plan,1/18/2023,0,0,0.29
656,1017,Engineering,Medium,85,69,No issue,1/12/2023,1,1,0.93
657,1075,Engineering,Medium,70,88,Late submission,6/29/2023,0,0,0.08
658,1008,Engineering,Medium,19,71,Late submission,5/3/2023,0,0,0.49
659,1073,Safety,Low,43,53,Poor mitigation plan,8/10/2023,1,1,0.98
660,1057,Maintenance,Medium,74,62,Poor mitigation plan,4/27/2023,1,0,0.15
661,1016,Quality,Low,5,94,Missing risk assessment,2/20/2023,0,1,0.84
662,1006,Operations,High,27,91,No issue,8/20/2023,0,0,0.37
663,1045,Operations,Low,43,99,No issue,3/12/2023,0,0,0.5
664,1012,Safety,Medium,61,98,Poor mitigation plan,8/12/2023,0,1,0.73
665,1039,Engineering,Medium,85,69,Late submission,2/17/2023,1,0,0.49
666,1041,Safety,Low,38,62,Poor mitigation plan,1/19/2023,1,0,0.69
667,1008,Maintenance,Low,45,66,Late submission,1/6/2023,1,0,0.22
668,1049,Maintenance,Medium,77,85,Late submission,3/25/2023,0,0,0.16
669,1026,Quality,High,17,82,Poor mitigation plan,6/4/2023,0,0,0.56
670,1065,Quality,Low,74,50,Incomplete description,2/22/2023,1,0,0.59
671,1004,Maintenance,Medium,10,64,No issue,4/17/2023,1,0,0.42
672,1028,Maintenance,High,88,62,Late submission,4/11/2023,1,0,0.09
673,1036,Maintenance,High,56,66,Late submission,2/17/2023,1,1,0.96
674,1037,Safety,Low,7,73,Incomplete description,5/15/2023,0,0,0.22
675,1082,Maintenance,Medium,85,57,Missing risk assessment,7/6/2023,1,0,0.46
676,1007,Operations,Low,67,99,Incomplete description,3/10/2023,0,0,0.27
677,1064,Engineering,High,53,76,Incomplete description,1/11/2023,0,1,0.88
678,1085,Maintenance,Medium,80,94,Late submission,5/23/2023,0,0,0.66
679,1016,Engineering,Low,51,72,No issue,7/11/2023,0,0,0.22
680,1070,Safety,Medium,59,95,Incomplete description,5/11/2023,0,1,0.91
681,1088,Engineering,Low,68,57,Missing risk assessment,5/2/2023,1,0,0.13
682,1044,Safety,High,69,57,Poor mitigation plan,3/10/2023,1,0,0.26
683,1003,Operations,High,85,75,Incomplete description,1/23/2023,0,0,0.62
684,1035,Safety,Medium,71,96,Incomplete description,6/30/2023,0,1,0.81
685,1069,Safety,Low,19,62,Missing risk assessment,2/6/2023,1,1,0.84
686,1030,Quality,Medium,36,88,No issue,1/9/2023,0,1,0.71
687,1018,Maintenance,Low,72,86,Incomplete description,1/15/2023,0,1,0.8
688,1060,Maintenance,Low,22,98,Incomplete description,5/11/2023,0,0,0.11
689,1053,Operations,High,87,77,No issue,4/3/2023,0,0,0.04
690,1038,Operations,Low,47,74,Missing risk assessment,7/17/2023,0,0,0.64
691,1090,Maintenance,Low,39,65,Incomplete description,1/17/2023,1,0,0.44
692,1073,Quality,High,82,51,No issue,6/3/2023,1,1,0.78
693,1089,Maintenance,Low,62,67,Incomplete description,5/29/2023,1,0,0.51
694,1018,Quality,Low,37,66,Poor mitigation plan,3/13/2023,1,0,0.29
695,1038,Operations,High,18,79,Late submission,5/29/2023,0,0,0.68
696,1066,Engineering,Low,38,88,Poor mitigation plan,5/1/2023,0,0,0.14
697,1044,Operations,Medium,65,62,Incomplete description,1/11/2023,1,1,0.86
698,1012,Operations,High,8,81,Missing risk assessment,6/15/2023,0,0,0.66
699,1091,Safety,High,63,99,Late submission,3/13/2023,0,1,0.97
700,1057,Safety,Medium,33,78,Poor mitigation plan,4/16/2023,0,0,0.48
701,1019,Safety,Low,87,95,No issue,8/4/2023,0,0,0.3
702,1091,Safety,Low,10,79,Missing risk assessment,5/5/2023,0,1,0.7
703,1071,Quality,High,53,67,Poor mitigation plan,2/4/2023,1,1,0.93
704,1060,Maintenance,High,44,62,No issue,4/29/2023,1,0,0.34
705,1038,Engineering,Medium,87,92,Incomplete description,1/14/2023,0,0,0.33
706,1000,Operations,Low,69,70,No issue,1/14/2023,0,0,0.22
707,1002,Quality,Low,73,79,Poor mitigation plan,1/10/2023,0,0,0.37
708,1076,Engineering,Low,31,70,Poor mitigation plan,5/20/2023,0,0,0.21
709,1091,Quality,Medium,84,97,Incomplete description,2/7/2023,0,0,0.17
710,1061,Quality,Medium,10,66,No issue,4/18/2023,1,0,0.15
711,1062,Operations,High,17,89,No issue,4/29/2023,0,0,0.17
712,1024,Maintenance,Medium,68,68,Incomplete description,8/26/2023,1,0,0.29
713,1055,Safety,Low,66,64,No issue,2/3/2023,1,1,0.83
714,1032,Maintenance,Medium,23,58,Incomplete description,6/18/2023,1,1,0.82
715,1037,Operations,Medium,80,59,Missing risk assessment,1/10/2023,1,0,0.38
716,1005,Operations,Medium,84,93,Poor mitigation plan,5/2/2023,0,1,0.72
